"x"
0.01
0.0198019801980198
0.01
0.01
0.75615763546798
0.01
0.0388349514563107
0.558035714285714
0.01
0.781938325991189
0.01
0.01
0.01
0.01
0.771889400921659
0.01
0.01
0.864010989010989
0.01
0.815298507462687
0.739946380697051
0.01
0.885549132947977
0.01
0.01
0.0480769230769231
0.01
0.01
0.01
0.01
0.01
0.01
0.695652173913043
0.877034358047016
0.842356687898089
0.861150070126227
0.580508474576271
0.01
0.856313497822932
0.808880308880309
0.01
0.01
0.01
0.82842287694974
0.01
0.01
0.0198019801980198
0.01
0.01
0.828719723183391
0.244274809160305
0.01
0.762019230769231
0.01
0.01
0.01
0.168067226890756
0.795031055900621
0.85589519650655
0.789808917197452
0.01
0.01
0.01
0.01
0.01
0.847926267281106
0.822669104204753
0.01
0.716332378223496
0.0917431192660551
0.853333333333333
0.01
0.565789473684211
0.01
0.01
0.0747663551401869
0.814393939393939
0.01
0.01
0.0571428571428571
0.01
0.01
0.01
0.01
0.168067226890756
0.861538461538462
0.01
0.01
0.01
0.857142857142857
0.01
0.01
0.798780487804878
0.01
0.01
0.01
0.01
0.01
0.687697160883281
0.0294117647058824
0.01
0.01
0.01
0.01
0.82032667876588
0.01
0.864285714285714
0.01
0.01
0.01
0.01
0.01
0.911666666666667
0.01
0.175
0.01
0.01
0.01
0.744186046511628
0.01
0.01
0.01
0.01
0.01
0.01
0.830769230769231
0.01
0.01
0.870666666666667
0.01
0.827458256029685
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.810707456978968
0.0294117647058824
0.01
0.01
0.01
0.456043956043956
0.01
0.01
0.01
0.762589928057554
0.769230769230769
0.810707456978968
0.01
0.01
0.01
0.01
0.01
0.0198019801980198
0.845553822152886
0.01
0.01
0.01
0.01
0.131578947368421
0.829310344827586
0.01
0.0747663551401869
0.01
0.01
0.788008565310492
0.01
0.01
0.01
0.828719723183391
0.797131147540984
0.757352941176471
0.01
0.01
0.01
0.01
0.792887029288703
0.01
0.778894472361809
0.01
0.0294117647058824
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.877777777777778
0.01
0.01
0.01
0.01
0.854838709677419
0.01
0.232558139534884
0.0660377358490566
0.01
0.85589519650655
0.01
0.01
0.817343173431734
0.0198019801980198
0.01
0.01
0.01
0.87515762925599
0.01
0.01
0.01
0.01
0.721910112359551
0.01
0.01
0.843354430379747
0.850453172205438
0.361290322580645
0.719546742209632
0.82960413080895
0.01
0.116071428571429
0.01
0.816326530612245
0.01
0.01
0.01
0.01
0.01
0.01
0.8453125
0.0198019801980198
0.1
0.79837067209776
0.01
0.869220607661823
0.816326530612245
0.836633663366337
0.86530612244898
0.01
0.1
0.01
0.01
0.684713375796178
0.01
0.01
0.01
0.805882352941176
0.01
0.799595141700405
0.01
0.01
0.851127819548872
0.01
0.01
0.01
0.01
0.01
0.01
0.868175765645806
0.841666666666667
0.01
0.01
0.861150070126227
0.867208672086721
0.365384615384615
0.01
0.01
0.01
0.01
0.116071428571429
0.853115727002967
0.473404255319149
0.01
0.01
0.827826086956522
0.839546191247974
0.01
0.01
0.783842794759825
0.622137404580153
0.01
0.01
0.01
0.602409638554217
0.779510022271715
0.01
0.01
0.108108108108108
0.01
0.816091954022989
0.01
0.487046632124352
0.01
0.01
0.01
0.0294117647058824
0.01
0.01
0.0198019801980198
0.01
0.827826086956522
0.848673946957878
0.01
0.01
0.01
0.01
0.302816901408451
0.01
0.01
0.842105263157895
0.01
0.86161449752883
0.873401534526854
0.01
0.01
0.01
0.01
0.0833333333333333
0.01
0.01
0.863636363636364
0.01
0.852459016393443
0.01
0.01
0.277372262773723
0.01
0.793684210526316
0.01
0.01
0.01
0.01
0.01
0.424418604651163
0.01
0.0198019801980198
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.873385012919897
0.01
0.01
0.01
0.01
0.757575757575758
0.01
0.869969040247678
0.779017857142857
0.816666666666667
0.85997171145686
0.01
0.01
0.870967741935484
0.755555555555556
0.01
0.01
0.01
0.874826147426982
0.85589519650655
0.01
0.01
0.845553822152886
0.01
0.01
0.01
0.863259668508287
0.01
0.0833333333333333
0.838499184339315
0.01
0.836902800658979
0.869220607661823
0.01
0.675409836065574
0.875949367088608
0.01
0.0480769230769231
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.805500982318271
0.01
0.01
0.01
0.01
0.01
0.817490494296578
0.01
0.8379705400982
0.831918505942275
0.01
0.824468085106383
0.865013774104683
0.830479452054795
0.01
0.01
0.01
0.0747663551401869
0.01
0.01
0.0294117647058824
0.83277027027027
0.01
0.831918505942275
0.01
0.01
0.0198019801980198
0.01
0.844094488188976
0.01
0.01
0.786637931034483
0.759708737864078
0.846749226006192
0.833052276559865
0.01
0.01
0.688679245283019
0.01
0.0198019801980198
0.866935483870968
0.01
0.01
0.01
0.01
0.01
0.181818181818182
0.01
0.01
0.01
0.45
0.826923076923077
0.01
0.833613445378151
0.882042253521127
0.836633663366337
0.01
0.01
0.01
0.01
0.798780487804878
0.01
0.01
0.840322580645161
0.01
0.01
0.01
0.787096774193548
0.01
0.01
0.492307692307692
0.01
0.01
0.829310344827586
0.826010544815466
0.753117206982544
0.766509433962264
0.01
0.01
0.01
0.01
0.01
0.864754098360656
0.01
0.01
0.797959183673469
0.01
0.01
0.01
0.850903614457831
0.835820895522388
0.01
0.01
0.188524590163934
0.01
0.01
